Topic;;Title;;Published;;Viewership;;Description;;Skills
Artificial-Intelligence-Foundations;;Introduction to AI Governance;;2024-02-07;;14552;;Explore core concepts and practical strategies to effectively implement and manage AI governance.;;Responsible AI
Artificial-Intelligence-Foundations;;Introduction to AI Governance;;2024-02-07;;14552;;Explore core concepts and practical strategies to effectively implement and manage AI governance.;;Artificial Intelligence (AI)
Artificial-Intelligence-Foundations;;Machine Learning and AI Foundations: Producing Explainable AI (XAI) and Interpretable Machine Learning Solutions;;2022-02-17;;9133;;Learn best practices for how to produce explainable AI and interpretable machine learning solutions.;;Machine Learning
Artificial-Intelligence-Foundations;;Machine Learning and AI Foundations: Producing Explainable AI (XAI) and Interpretable Machine Learning Solutions;;2022-02-17;;9133;;Learn best practices for how to produce explainable AI and interpretable machine learning solutions.;;Artificial Intelligence (AI)
Artificial-Intelligence-Foundations;;LinkedIn AI Academy AI-100: 3 Scaling AI at LinkedIn;;2023-05-04;;8421;;Explore the basics of AI applications and how they’re scaled at LinkedIn, in the third part of the LinkedIn AI Academy AI-100 series.;;Artificial Intelligence (AI)
Artificial-Intelligence-Foundations;;LinkedIn AI Academy AI-100: 3 Scaling AI at LinkedIn;;2023-05-04;;8421;;Explore the basics of AI applications and how they’re scaled at LinkedIn, in the third part of the LinkedIn AI Academy AI-100 series.;;Scalability
Artificial-Intelligence-Foundations;;AI Pricing: A Technical Breakdown of the Cost and Revenue Opportunities;;2024-04-23;;2296;;Learn about the total cost of ownership of operating AI models in a business environment.;;Cost Management
Artificial-Intelligence-Foundations;;AI Pricing: A Technical Breakdown of the Cost and Revenue Opportunities;;2024-04-23;;2296;;Learn about the total cost of ownership of operating AI models in a business environment.;;Artificial Intelligence (AI)
Artificial-Intelligence-Foundations;;Writing Good AI Chat Prompts for Business Analysis;;2024-08-19;;1459;;This course introduces the elements of an effective GenAI prompt to generate the results you are looking for in your business analysis work.;;AI Prompting
Artificial-Intelligence-Foundations;;Writing Good AI Chat Prompts for Business Analysis;;2024-08-19;;1459;;This course introduces the elements of an effective GenAI prompt to generate the results you are looking for in your business analysis work.;;Generative AI
Artificial-Intelligence-Foundations;;Writing Good AI Chat Prompts for Business Analysis;;2024-08-19;;1459;;This course introduces the elements of an effective GenAI prompt to generate the results you are looking for in your business analysis work.;;Business Analysis
Artificial-Intelligence-Foundations;;Threat Modeling for AI/ML Systems;;2024-04-25;;1965;;Learn how to deliver value securely with AI- and ML-powered business systems by threat modeling.;;Machine Learning
Artificial-Intelligence-Foundations;;Threat Modeling for AI/ML Systems;;2024-04-25;;1965;;Learn how to deliver value securely with AI- and ML-powered business systems by threat modeling.;;Artificial Intelligence (AI)
Artificial-Intelligence-Foundations;;Threat Modeling for AI/ML Systems;;2024-04-25;;1965;;Learn how to deliver value securely with AI- and ML-powered business systems by threat modeling.;;Threat Modeling
Artificial-Intelligence-Foundations;;The State of Generative AI: Images, Prompting, and Language Models;;2024-02-21;;7547;;Discover the mechanics of AI in the visual realm. Discover the platforms available for companies implementing these technologies through open or closed-source projects.;;AI Prompting
Artificial-Intelligence-Foundations;;The State of Generative AI: Images, Prompting, and Language Models;;2024-02-21;;7547;;Discover the mechanics of AI in the visual realm. Discover the platforms available for companies implementing these technologies through open or closed-source projects.;;Prompt Engineering
Artificial-Intelligence-Foundations;;The State of Generative AI: Images, Prompting, and Language Models;;2024-02-21;;7547;;Discover the mechanics of AI in the visual realm. Discover the platforms available for companies implementing these technologies through open or closed-source projects.;;Conditional Image Generation
Artificial-Intelligence-Foundations;;The State of Generative AI: Images, Prompting, and Language Models;;2024-02-21;;7547;;Discover the mechanics of AI in the visual realm. Discover the platforms available for companies implementing these technologies through open or closed-source projects.;;Generative AI
Artificial-Intelligence-Foundations;;AI in Fintech Essential Training;;2024-05-16;;2760;;Learn about the opportunities that exist at the intersection of finance and technology. Explore specific applications of artificial intelligence (AI) in finance.;;FinTech
Artificial-Intelligence-Foundations;;AI in Fintech Essential Training;;2024-05-16;;2760;;Learn about the opportunities that exist at the intersection of finance and technology. Explore specific applications of artificial intelligence (AI) in finance.;;Artificial Intelligence (AI)
Artificial-Intelligence-Foundations;;Advanced Prompt Engineering Techniques;;2023-11-14;;25322;;Explore advanced prompting techniques including Chain-Of-Thought, Tree-Of-Thought, and more.;;Prompt Engineering
Artificial-Intelligence-Foundations;;Advanced Prompt Engineering Techniques;;2023-11-14;;25322;;Explore advanced prompting techniques including Chain-Of-Thought, Tree-Of-Thought, and more.;;Artificial Intelligence (AI)
Artificial-Intelligence-Foundations;;AI Show: Audio Analytics with Azure Automated ML;;2023-03-15;;0;;Explore audio analytics with Azure Machine Learning. Get a look at specific use cases for sorting audio files for classification.;;Azure Automation
Artificial-Intelligence-Foundations;;AI Show: Audio Analytics with Azure Automated ML;;2023-03-15;;0;;Explore audio analytics with Azure Machine Learning. Get a look at specific use cases for sorting audio files for classification.;;Audio Analysis
Artificial-Intelligence-Foundations;;AI Show: Audio Analytics with Azure Automated ML;;2023-03-15;;0;;Explore audio analytics with Azure Machine Learning. Get a look at specific use cases for sorting audio files for classification.;;Artificial Intelligence (AI)
Artificial-Intelligence-Foundations;;AI Show: Audio Analytics with Azure Automated ML;;2023-03-15;;0;;Explore audio analytics with Azure Machine Learning. Get a look at specific use cases for sorting audio files for classification.;;Microsoft Azure
Artificial-Intelligence-Foundations;;Azure AI Engineer Associate (AI-102) Cert Prep: Plan and Manage an Azure AI Solution;;2024-09-26;;0;;Master the essentials of planning and managing Azure AI solutions, tailored for success in the AI-102 certification exam by Microsoft.;;Artificial Intelligence (AI)
Artificial-Intelligence-Foundations;;Azure AI Engineer Associate (AI-102) Cert Prep: Plan and Manage an Azure AI Solution;;2024-09-26;;0;;Master the essentials of planning and managing Azure AI solutions, tailored for success in the AI-102 certification exam by Microsoft.;;Microsoft Azure
Artificial-Intelligence-Foundations;;Introduction to Generative AI with GPT;;2023-09-18;;72630;;Learn about the role of artificial intelligence in business, with particular emphasis on the new GPT-4 technology released by Open AI.;;Artificial Intelligence for Business
Artificial-Intelligence-Foundations;;Introduction to Generative AI with GPT;;2023-09-18;;72630;;Learn about the role of artificial intelligence in business, with particular emphasis on the new GPT-4 technology released by Open AI.;;GPT-4
Artificial-Intelligence-Foundations;;Introduction to Generative AI with GPT;;2023-09-18;;72630;;Learn about the role of artificial intelligence in business, with particular emphasis on the new GPT-4 technology released by Open AI.;;Artificial Intelligence (AI)
Artificial-Intelligence-Foundations;;AI Accountability: Build Responsible and Transparent Systems;;2022-11-30;;13854;;Learn why it's absolutely crucial for AI-related data science work to be transparent, explainable, accountable, and ethical in its design and execution.;;Responsible AI
Artificial-Intelligence-Foundations;;AI Accountability: Build Responsible and Transparent Systems;;2022-11-30;;13854;;Learn why it's absolutely crucial for AI-related data science work to be transparent, explainable, accountable, and ethical in its design and execution.;;Computer Ethics
Artificial-Intelligence-Foundations;;AI Accountability: Build Responsible and Transparent Systems;;2022-11-30;;13854;;Learn why it's absolutely crucial for AI-related data science work to be transparent, explainable, accountable, and ethical in its design and execution.;;Artificial Intelligence (AI)
Artificial-Intelligence-Foundations;;Using AI to Develop Buyer Personas;;2024-10-07;;0;;Craft detailed buyer personas using AI for increased personalization and engagement.;;Customer Analysis
Artificial-Intelligence-Foundations;;Using AI to Develop Buyer Personas;;2024-10-07;;0;;Craft detailed buyer personas using AI for increased personalization and engagement.;;Artificial Intelligence (AI)
Artificial-Intelligence-Foundations;;AI and Developer Productivity;;2024-05-10;;1861;;Learn how to leverage cutting-edge AI-powered tools to improve your development productivity, creativity, and professional problem-solving skills.;;Software Development
Artificial-Intelligence-Foundations;;AI and Developer Productivity;;2024-05-10;;1861;;Learn how to leverage cutting-edge AI-powered tools to improve your development productivity, creativity, and professional problem-solving skills.;;Artificial Intelligence (AI)
Artificial-Intelligence-Foundations;;AI Show: MLOps (v2) - Unifying MLOps at Microsoft;;2023-03-15;;0;;Learn how to approach MLOps as a process of organization. Explore how to train, package, validate, deploy, and monitor your machine learning model.;;MLOps
Artificial-Intelligence-Foundations;;AI Show: MLOps (v2) - Unifying MLOps at Microsoft;;2023-03-15;;0;;Learn how to approach MLOps as a process of organization. Explore how to train, package, validate, deploy, and monitor your machine learning model.;;Artificial Intelligence (AI)
