Timestamp,Please select your country:,What region do you work in?,What city do you work in?,Are you a chartered engineer?,What province do you work in?,What city do you work in?,Select your highest level of professional attainment?,What state do you live in?,What is your highest level of professional attainment?,What state do you work in?,What city do you work in?,Select your highest level of professional attainment?,What is the maximum contribution offered by your employer as a percentage of your salary for an ESOP?,What is the maximum contribution offered by your employer as a percentage of your salary for a 401k?,Select your highest level of education attainment,Company Name (Optional),Company Head Count,What is your job title?,Which best describes your participation in the Civil Engineering industry?,Which sub discipline do you work in?,Do you work in the Public or Private sector?,How many years of post-graduate experience do you have in Civil Engineering?,What is your current annual salary?,What is your current billing rate?,What is your utilization percentage?,If you received a sign-on bonus how much was it?,How much did you earn in discretionary bonuses?,If you are a compensated with commission how much was your commission?,Is health insurance available?,How many days of paid time off do you receive per  year? (Sick time + Vacation Time),How many days per week do/can you work from home?,How many hours per week do you work on average?,How are you compensated for overtime?,Are you actively looking to change jobs?,Does your employer offer any student loan reimbursement?,Do you have a company vehicle?,"What is your overall job satisfaction considering your pay, work-life balance, benefits, community standing, and all other factors?","What salary would it take for you to change employers for a similar role, assuming the benefits are the same?",If there is any additional relevant information about your job you feel someone who looks at your responses needs to know please provide it below.,Please select your gender,"How many hours of paternity leave does your company offer, if any?","How many hours of maternity leave does your company offer, if any?"
8/27/2023 14:01:34,United States of America,,,,,,,,,New Mexico,Questa,PE,0,2000,Bachelors Degree,,750,Project Manager,Full Time,Environmental,Private,5,92000,70,100,,10000,0,Yes but I still pay a premium,15,0,65,Not compensated (Exempt),No,No,Yes,6,125000,"I also receive per diem and lodging full time on top of my salary, bonus, and company vehicle ",Female,,
8/27/2023 14:03:56,United States of America,,,,,,,,,Washington,Vancouver,None,0,0,Bachelors Degree,,75,Construction Project Manager,Full Time,Government/Municipal,Public,10,110,N/A,N/A,0,0,0,Yes and fully covered,23,3,36,Not compensated (Exempt),No,No,No,7,125,Pension and 11 paid company holidays,Male,120,
8/27/2023 14:07:47,United States of America,,,,,,,,,Texas,Austin,PE,0,3,Bachelors Degree,,40,PE,Full Time,Water Resources,Public,6,93000,N/A,90,0,1300,0,Yes and fully covered,25,3,40,Not compensated (Exempt),No,No,No,7,110000,,Female,,0
8/27/2023 14:07:56,United States of America,,,,,,,,,Texas,Dallas,PE,0,6,Bachelors Degree,,150,Senior project manager,Full Time,Aviation ,Private,20,150000,285,60,5000,80000,0,Yes and fully covered,20,5,40,Not compensated (Exempt),No,Yes,No,7,200000,,Male,Don't know,
8/27/2023 14:08:15,United States of America,,,,,,,,,Illinois,Illinois NW Suburb,EIT,0,0,Bachelors Degree,,10,Civil Engineer I,Full Time,Government/Municipal,Public,1,76000,N/A,N/A,,0,0,Yes and fully covered,22,0,40,Time and a half (1.5x),No,No,No,8,95000,,Male,Not sure ,
8/27/2023 14:10:18,United States of America,,,,,,,,,Tennessee,Nashville,None,3,3,Bachelors Degree,,1000,CMT,Full Time,Construction/Field,Private,1,42000,22,N/A,600,0,0,Yes but I still pay a premium,12,0,65,Time and a half (1.5x),Yes,No,No,2,72000,,Male,0,
8/27/2023 14:10:44,United States of America,,,,,,,,,Nevada,Reno,PE,0,4,Masters Degree,,100,Project Engineer ,Full Time,Structural,Private,7,100000,180,92,4000,5000,0,Yes and fully covered,16,2,40,Not compensated (Exempt),No,No,No,8,130000,,Male,0,
8/27/2023 14:13:19,United States of America,,,,,,,,,California,Oakland,PE,0,3.5,Masters Degree,,2000,Structural Project Engineer,Full Time,Structural,Private,6,109000,N/A,N/A,,6000,0,Yes and fully covered,20,2,44,Not compensated (Exempt),No,No,No,6,130000,,Male,120,
8/27/2023 14:16:55,Australia,,,,,,,New South Wales,Professional Engineer,,,,,,Bachelors Degree,Downer,20000,Project Manager,Full Time,Construction/Field,Private,10,240000,N/A,N/A,0,0,0,No,30,1,50,Not compensated (Exempt),No,No,No,7,255000,,Male,0,
8/27/2023 14:18:24,United States of America,,,,,,,,,North Carolina,Raleigh,EIT,0,10,Bachelors Degree,Timmons Group,900,Project Engineer I,Full Time,Land Development,Private,1,72000,N/A,N/A,3000,0,0,Yes but I still pay a premium,15,0,40,Straight time (1.0x),No,No,No,9,80000,I just started at this position in May 2023. So the company may offer end of year bonuses that I’m not aware of. ,Male,40,
8/27/2023 14:19:03,United States of America,,,,,,,,,Minnesota,St. Paul,EIT,0,1.5,Bachelors Degree,,900+,Graduate Civil Engineer ,Full Time,Government/Municipal,Private,1,67000,N/A,N/A,2000,0,0,Yes and fully covered,15,3,45,Straight time (1.0x),No,No,No,5,75000,,Male,N/a,
8/27/2023 14:20:41,United States of America,,,,,,,,,Colorado,Denver,EIT,0,4,Bachelors Degree,,3700,Quality Assurance Manager,Full Time,Transportation,Private,9,90000,140/hr,75,,5000,0,Yes but I still pay a premium,20,0,45,Not compensated (Exempt),No,No,No,7,additional 20k/yr,,Male,72,
8/27/2023 14:21:44,United States of America,,,,,,,,,South Carolina,Columbia,EIT,0,6,Bachelors Degree,AVCON,125,Engineer - Airports,Full Time,Aviation,Private,2,72000,N/A,N/A,,0,0,Yes but I still pay a premium,15,5,45,Not compensated (Exempt),No,No,No,7,78000,,Male,40,
8/27/2023 14:21:59,United States of America,,,,,,,,,California,San Francisco,PE,0,1,Masters Degree,,120,Senior engineer,Full Time,Government/Municipal,Public,9,160000,N/A,N/A,,0,0,Yes and fully covered,25,1,40,Not compensated (Exempt),No,No,No,9,170000,,Male,0,
8/27/2023 14:28:11,United States of America,,,,,,,,,California,Los Angeles,EIT,3,3,Bachelors Degree,,5000,Transportation Engineer 1,Full Time,Transportation,Private,2,83000,N/A,N/A,1000,0,0,Yes but I still pay a premium,22,2,45,Straight time (1.0x),Yes,No,No,5,90000,,Male,I think 2 weeks,
8/27/2023 14:33:15,United States of America,,,,,,,,,Pennsylvania,Philadelphia,EIT,0,7,Bachelors Degree,,"20,000",Engineer,Full Time,Transportation,Public,1,73500,N/A,N/A,,1700,0,Yes but I still pay a premium,31,1,40,Not compensated (Exempt),No,Yes,Yes,10,"175,000",Position still has pension,Male,2400,
8/27/2023 14:34:26,United States of America,,,,,,,,,Ohio,Columbus,EIT,0,14,Bachelors Degree,,250,Engineer in training,Full Time,Construction/Field,Public,3,81000,N/A,N/A,,0,0,Yes but I still pay a premium,25,3,40,Straight time (1.0x),No,Yes,Yes,10,100000,,Male,0,
8/27/2023 14:35:11,United States of America,,,,,,,,,Illinois,Chicago,None,0,5,Bachelors Degree,,100,Construction Inspectot,Full Time,Construction/Field,Private,8,95000,45,100,,500,0,Yes but I still pay a premium,19,0,50,Straight time (1.0x),Yes,No,Yes,5,120000,,Male,0,
8/27/2023 14:35:34,United States of America,,,,,,,,,Colorado,Denver,PE,0,0,Masters Degree,Colorado Department of Transportation,3000,Resident Engineer,Full Time,Transportation,Public,16,119786,N/A,80,0,0,0,Yes but I still pay a premium,25,2,36,Not compensated (Exempt),No,Yes,Yes,8,160000,11 holidays on top of sick and vacation,Male,0,
8/27/2023 14:35:51,United States of America,,,,,,,,,Wisconsin,Superior,PE,0,6.75,Bachelors Degree,WisDOT,1000+,Transportation Engineer,Full Time,Transportation,Public,4,65000,N/A,N/A,,0,0,Yes but I still pay a premium,30,3,40,Straight time (1.0x),No,No,Yes,9,85000,,Male,Unsure,
8/27/2023 14:42:58,United States of America,,,,,,,,,California,Oakland,EIT,0,6,Masters Degree,,125,Structural Engineer II,Full Time,Structural,Private,2,96000,145,90,,4000,0,Yes but I still pay a premium,15,5,45,Not compensated (Exempt),No,No,No,8,115000,I work in the utilities industry,Female,,
8/27/2023 14:43:37,United States of America,,,,,,,,,Washington,Bellingham,PE,0,3,Bachelors Degree,,30,Engineer II,Full Time,Water Resources,Private,6.5,95000,N/A,90,3500,5000,0,Yes but I still pay a premium,28,1,40,Straight time (1.0x),No,No,No,9,130000,,Prefer not to say,0,
8/27/2023 14:44:21,United States of America,,,,,,,,,Tennessee,Chattanooga ,EIT,4,0,Bachelors Degree,SSR,300,CEI,Full Time,Construction/Field,Private,4,72800,N/A,N/A,,1000,0,Yes and fully covered,20,0,55,Time and a half (1.5x),Yes,Yes,Yes,10,100000,"CEI, not practicing design, but inspection is an important first step for designers",Male,Unknown ,
8/27/2023 14:46:14,United States of America,,,,,,,,,South Carolina,North Augusta,PE,0,0,Masters Degree,,200,Civil Engineer II,Full Time,Government/Municipal,Public,7,72000,N/A,N/A,,1000,0,Yes but I still pay a premium,20,0,40,Not compensated (Exempt),No,No,Yes,9,"115,000",We have a pension plan that is covered which is why ESOP & 401k are 0,Male,unknown,
8/27/2023 14:47:52,United States of America,,,,,,,,,Tennessee,Nashville ,PE,0,0,Masters Degree,,3600,Manager,Full Time,Government/Municipal,Public,17,125000,N/A,N/A,,0,0,Yes but I still pay a premium,30,1,40,Not compensated (Exempt),No,No,Yes,9,150000,0 = NA.,Male,200,
8/27/2023 14:48:44,United States of America,,,,,,,,,California,San Diego,EIT,6500,6,Bachelors Degree,,15000,Structural Engineer II,Full Time,Structural,Private,4,90000,N/A,N/A,0,0,0,Yes but I still pay a premium,21,2,40,NA,Yes,Yes,No,6,"110,000",,Male,Not sure ,
8/27/2023 14:50:33,United States of America,,,,,,,,,Colorado,Denver,PE,0,5,Masters Degree,Bureau of Reclamation,500,Civil engineer,Full Time,Geotechnical,Public,10,125000,N/A,N/A,0,3500,0,Yes but I still pay a premium,38,2,40,Straight time (1.0x),No,No,Yes,8,140000,Low stress!,Male,480,
8/27/2023 14:53:53,United States of America,,,,,,,,,Kentucky,Lexington,EIT,0,8,Masters Degree,,100,EIT,Full Time,Land Development,Private,2,83000,N/A,N/A,,1000,0,Yes but I still pay a premium,6,1,45,Straight time (1.0x),No,No,No,7,95000,,Male,0,
8/27/2023 14:54:05,United States of America,,,,,,,,,Georgia,Atlanta ,EIT,0,5,Bachelors Degree,,5000,Engineer II,Full Time,Power/Electrical,Private,5,72000,N/A,N/A,0,500,0,Yes but I still pay a premium,10,5,35,Not compensated (Exempt),Yes,No,No,7,80000,,Male,0,
8/27/2023 14:55:35,United States of America,,,,,,,,,California,Santa Clarita,EIT,0,3,Bachelors Degree,,12,Senior Civil Engineer,Full Time,Land Development,Private,9,125000,N/A,N/A,,0,0,Yes but I still pay a premium,13,0,40,Time and a half (1.5x),Yes,No,No,6,140000,,Male,0,
8/27/2023 14:56:20,United States of America,,,,,,,,,Virginia,Charlottesville ,EIT,0,3,Bachelors Degree,,30,Staff engineer,Full Time,Building envelope ,Private,1,68000,N/A,N/A,,0,0,Yes and fully covered,15,0,40,Not compensated (Exempt),No,No,Yes,3,80000,,Male,0,
8/27/2023 14:56:53,United States of America,,,,,,,,,Wyoming,Sheridan,PE,0,3,Bachelors Degree,Deez nuts ,100,Structural engineer ,Full Time,Structural,Private,6,100000,N/A,N/A,0,0,0,Yes but I still pay a premium,365,0,60,Not compensated (Exempt),No,No,No,8,125000,Lots of upward mobility ,Male,400,
8/27/2023 14:57:11,United States of America,,,,,,,,,New York,NYC,PE,0,5,Masters Degree,,4000,Bridge Engineer,Full Time,Bridges,Private,8,105000,N/A,N/A,,0,0,Yes but I still pay a premium,28,3,40,Float time,No,No,No,8,130000,,Female,,480
8/27/2023 14:58:36,United States of America,,,,,,,,,Colorado,Glenwood Springs ,PE,0,5,Bachelors Degree,,130,Senior Engineer ,Full Time,Water Resources,Private,12,109000,180,73,,10000,0,Yes and fully covered,30,2,43,Not compensated (Exempt),No,No,No,7,150000,,Male,80,
8/27/2023 14:58:53,United States of America,,,,,,,,,Kentucky,Covington,PE,0,0,Masters Degree,,4200,Transportation Engineer,Full Time,Transportation,Public,4,76000,N/A,N/A,,0,0,Yes and fully covered,24,2,37.5,Straight comp,No,No,Yes,8,85000,,Male,Don't know,
8/27/2023 15:03:10,United States of America,,,,,,,,,South Carolina,Charleston ,EIT,3,3,Bachelors Degree,CDM Smith,5000+,Roadway Engineer 2,Full Time,Transportation,Private,3.5,75600,N/A,99,,0,0,Yes but I still pay a premium,20,3,45,Straight time (1.0x),No,Yes,No,7,85000,,Male,0,
8/27/2023 15:03:50,United States of America,,,,,,,,,Arizona,Phoenix,PE,0,3,Bachelors Degree,AECOM,95000,Civil Engineer III,Full Time,Transportation,Public,7,113500,135,92,0,0,0,Yes but I still pay a premium,Unlimited,4,40,Straight time (1.0x),No,Yes,No,8,145000,,Male,120,
8/27/2023 15:03:53,United States of America,,,,,,,,,North Carolina,Raleigh,PE,0,4,Bachelors Degree,,1500,Transportation Engineer,Full Time,Transportation,Private,10,105000,150,92,,11000,0,Yes but I still pay a premium,23,4,40,"1.0 only if 100% billable, otherwise 0",No,No,Yes,6,130000,,Male,160,
8/27/2023 15:06:44,croatia,,,,,,,,,,,,,,Masters Degree,,45,structural engineer ,Full Time,Structural,Private,5,20000,10€,N/A,0,0,0,Yes but I still pay a premium,"20 vac, unlimited sick with 80% pay for said sick days",0,40,Straight time (1.0x),No,No,No,9,50% increase ,,Male,"state mandated, not company related",
8/27/2023 15:10:32,United States of America,,,,,,,,,Louisiana,New Orleans ,PE,5,4,Bachelors Degree,,600,Construction engineer ,Full Time,Construction/Field,Private,12,130000,N/A,N/A,,10000,0,Yes but I still pay a premium,20,1,6,Not compensated (Exempt),No,No,No,10,250000,,Male,80,
8/27/2023 15:10:53,Norway ,,,,,,,,,,,,,,Masters Degree,,100,Site Manager,Full Time,Geotechnical,Private,5,55000,N/A,N/A,,5000,0,Yes and fully covered,25,0,50,Not compensated (Exempt),No,No,Yes,5,It is more about company environment ,,Male,1200,
8/27/2023 15:14:10,United States of America,,,,,,,,,Florida,Tampa,None,0,0,Currently In College,State of Florida University System,5000+,Undergrad Research Assistant,Part Time,Geotechnical,Public,-1,0,$17.50 /hr,N/A,,0,0,Yes but I still pay a premium,0,"Most hours, 80% plus",20,Time and a half (1.5x),No,No,No,8,"Nothing right now, have the intent of grad school and thesis work","Currently an undergraduate student, have 2 years working as an intern or URA.  SS exempt.  Classified as a temp position.",Male,0,
8/27/2023 15:18:45,United States of America,,,,,,,,,Kentucky,Lexington,PE,2,4,Masters Degree,,100,Project Manager,Full Time,Bridges,Private,9,117500,N/A,N/A,,30000,0,Yes but I still pay a premium,15,0,43,Straight time (1.0x),No,No,No,9,225000,"Sick time is unlimited, days shown are vacation only.  9 Holidays are not shown as well.  1 to 2 floating holidays per year.",Male,0,
8/27/2023 15:21:10,United States of America,,,,,,,,,Texas,Dallas,PE,0,4,Bachelors Degree,,40000,Senior Project Manager ,Full Time,Transportation,Private,22,185000,N/A,N/A,10000,0,0,Yes but I still pay a premium,Unlimited,3,40,Not compensated (Exempt),No,Yes,No,8,200000,,Female,,120
8/27/2023 15:21:29,United States of America,,,,,,,,,Texas,Houston ,PE,3,3,Bachelors Degree,TEI,25,Principal Associate 1,Full Time,Transportation,Private,4,99500,45,N/A,,6000,0,Yes but I still pay a premium,30,24,42,Not compensated (Exempt),No,No,No,8,11000,,Male,80,
8/27/2023 15:25:12,Canada,,,,British Columbia,Vancouver,EIT,,,,,,,,Bachelors Degree,WSP,65000+,Civil EIT ,Full Time,Water Resources,Private,1,74500,N/A,90,,0,0,Yes but I still pay a premium,20,2-3,37.5,Straight time (1.0x),No,No,No,8,87500,,Prefer not to say,Unknown,
8/27/2023 15:27:15,United States of America,,,,,,,,,Florida,WPB,PE,0,8,Masters Degree,,150,Senior PM,Full Time,Structural,Private,12,130000,225,95,5000,15000,0,Yes and fully covered,30,5,50,Not compensated (Exempt),No,No,No,10,150000,none,Male,0,
8/27/2023 15:30:46,United States of America,,,,,,,,,Kentucky,Middlesboro,EIT,5,0,Bachelors Degree,JMT,2400,Design Engineer,Full Time,Transportation,Private,1,72800,101.5,85,0,0,0,Yes but I still pay a premium,15,2,40,Time and a half (1.5x),No,No,No,8,82000,,Male,80,
8/27/2023 15:33:39,United States of America,,,,,,,,,Alabama,Huntsville,EIT,3,3,Bachelors Degree,,30,Staff Engineer,Full Time,Geotechnical,Private,8,85000,140,N/A,,2500,0,Yes but I still pay a premium,14,0,40,Straight time (1.0x),Yes,No,No,8,100000,,Male,0,
8/27/2023 15:36:23,United States of America,,,,,,,,,Missouri,Saint Louis,EIT,0,6,Bachelors Degree,,125,Project Engineer ,Full Time,Land Development,Private,0,67000,100,N/A,,3000,0,Yes and fully covered,18,"Varies, no set amount",40,Time and a half (1.5x),No,No,No,7,75000,,Male,"80 hours, non consecutive",
8/27/2023 15:37:03,United States of America,,,,,,,,,Texas,Dallas,EIT,0,3,Bachelors Degree,,10,Engineer In Training,Full Time,Land Development,Private,3,75000,N/A,N/A,,0,0,"Employee covered, family extra",15,5,45,Not compensated (Exempt),Yes,No,No,7,90000,,Male,0,
8/27/2023 15:40:47,United States of America,,,,,,,,,California,San Diego,EIT,0,0,Bachelors Degree,,250,Engineer II,Full Time,Water Resources,Public,6.5,124937,N/A,N/A,,0,0,Yes and fully covered,24,2,40,Time and a half (1.5x),No,Yes,Yes,9,$160k,Union membership. CalPERs pension plan = 2% x years of service of our final 3 years average salary. 6.75% paycheck contribution. 457(b) retirement account with $250 dollar for dollar matching. Up to 5% annual merit increases + guaranteed 5% COLA increases for the next 2 years. 13 holidays plus a floating holiday. On site gym. Government discounts. ,Male,0,
8/27/2023 15:41:26,United States of America,,,,,,,,,Florida,Tampa ,PE,0,3500,Bachelors Degree,Bohler engineering,2000,Senior Design Engineer,Full Time,Land Development,Private,5,88000,175,80,3000,0,0,Yes but I still pay a premium,16,2,42,Not compensated (Exempt),No,Yes,No,9,11000,"Solid benefits (ex: free gym memberships, food all the time, interesting work, responsibility whenever I want it, office parties, ext…) ",Male,40,
8/27/2023 15:43:31,United States of America,,,,,,,,,South Carolina,Charleston,PE,2,3,Bachelors Degree,,22000,Roadway Engineer,Full Time,Transportation,Private,8,90000,130,95,0,0,0,Yes with premiums but I use TRICARE from National Guard,20,1,40,Straight time (1.0x),No,No,No,9,130000,,Male,480,
8/27/2023 15:45:10,United States of America,,,,,,,,,California,Walnut Creek,PE,0,0,Bachelors Degree,,30,Senior Civil Engineer,Full Time,Government/Municipal,Public,20,167000,N/A,N/A,,0,0,Yes but I still pay a premium,20,1,44,Admin Leave,No,Yes,No,8,190000,,Male,0,
8/27/2023 15:52:42,Canada,,,,Ontario,Toronto,PE,,,,,,,,Bachelors Degree,,1300+,Senior Engineer,Full Time,Structural,Private,7,130000,N/A,N/A,,10000,0,Yes but I still pay a premium,30,2,36,Not compensated (Exempt),No,No,No,10,150000,,Male,0,
8/27/2023 15:54:13,Canada,,,,Ontario,Toronto,PE,,,,,,,,Doctorate Degree,,280,Intermediate Specialist/designer,Full Time,Building envelope,Private,7,81500,175,85,,10000,0,Yes and fully covered,26,3,37.5,Not compensated (Exempt),Yes,Yes,No,7,95000,,Male,16 weeks with 70% salary top up,
8/27/2023 15:54:14,United States of America,,,,,,,,,Oregon,Portland,EIT,3,3,Bachelors Degree,,500,Bridge engineer,Full Time,Bridges,Private,2,82000,N/A,N/A,4000,0,0,Yes but I still pay a premium,15,3,45,Straight time (1.0x),No,No,No,8,95000,,Male,Unsure,
8/27/2023 15:56:21,United States of America,,,,,,,,,Montana,Billings,EIT,14,0,Bachelors Degree,,700,Engineer in Training I,Full Time,Construction/Field,Private,1,65000,90,N/A,4000,0,0,Yes but I still pay a premium,20,1,50,Straight time (1.0x),No,No,No,7,75000,,Male,NA,
8/27/2023 15:58:20,United States of America,,,,,,,,,Nevada,Reno,PE,0,4,Bachelors Degree,,350,Project Manager,Full Time,Land Development,Private,5,100000,$165/hr,95%,,15000,0,Yes but I still pay a premium,Unlimited ,0,40,Not compensated (Exempt),No,No,No,8,125000,,Male,160,
8/27/2023 16:00:39,United States of America,,,,,,,,,Minnesota,Minneapolis ,PE,5.5,0,Bachelors Degree,,15,Senior project engineer,Full Time,Government/Municipal,Public,15,105000,N/A,N/A,,0,0,Yes but I still pay a premium,25,3,45,Not compensated (Exempt),No,No,No,8,140000,,Prefer not to say,80,
8/27/2023 16:04:43,United States of America,,,,,,,,,California,Oakland,EIT,0,3,Bachelors Degree,,75,associate engineer 2,Full Time,Water Resources,Private,2,88650,156,85,4000,2300,0,Yes but I still pay a premium,15,3,40,Straight time (1.0x),Yes,No,No,7,108000,,Male,80,
8/27/2023 16:07:27,United States of America,,,,,,,,,New York,New York,PE,0,4,Bachelors Degree,,2000,Associate Engineer,Full Time,Government/Municipal,Private,8,114500,N/A,N/A,0,0,0,Yes but I still pay a premium,15,5,40,Straight time (1.0x),No,No,No,5,150000,,Male,0,
8/27/2023 16:09:13,United States of America,,,,,,,,,Connecticut,Hartford,PE,0,8,Bachelors Degree,,30,Project engineer,Full Time,Bridges,Private,9,98500,N/A,N/A,,6500,0,Yes and fully covered,19,5,40,Straight time (1.0x),No,No,No,7,115000,,Male,0,
8/27/2023 16:09:21,United States of America,,,,,,,,,Massachusetts,Boston,PE,0,3.5,Masters Degree,CDM Smith,5000,Project Manager,Full Time,Environmental,Private,8,109000,N/A,90,2000,0,0,Yes but I still pay a premium,25,5,40,Straight time (1.0x),No,No,No,8,130000,,Male,0,
